Time,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_ot,T_c
2.87060284614563,24.25,24.125,24.25,24.1875,24.3125,24.3125,24.0625,24.25,24.3125,24.0625,24.1875,24.25,24.0625,24.1875,24.3125,23.9375,24.1875
3.689924716949463,24.25,24.125,24.25,24.25,24.3125,24.3125,24.125,24.1875,24.3125,24.0625,24.1875,24.25,24.125,24.1875,24.25,23.9375,24.1875
4.505058526992798,24.25,24.125,24.25,24.25,24.3125,24.375,24.125,24.25,24.3125,24.125,24.1875,24.3125,24.125,24.25,24.25,23.9375,24.1875
5.322020053863525,24.3125,24.125,24.25,24.25,24.3125,24.375,24.125,24.25,24.3125,24.125,24.1875,24.25,24.125,24.25,24.3125,23.9375,24.1875
6.1378419399261475,24.25,24.125,24.25,24.25,24.3125,24.375,24.125,24.25,24.3125,24.125,24.1875,24.25,24.125,24.25,24.25,23.9375,24.1875
6.953977584838867,24.25,24.125,24.25,24.25,24.375,24.375,24.125,24.25,24.3125,24.125,24.1875,24.25,24.125,24.25,24.3125,24.0,24.1875
7.770723342895508,24.3125,24.125,24.25,24.25,24.3125,24.375,24.125,24.25,24.3125,24.125,24.1875,24.3125,24.125,24.25,24.3125,23.9375,24.1875
8.585724592208862,24.25,24.125,24.25,24.25,24.3125,24.375,24.125,24.25,24.375,24.125,24.1875,24.3125,24.125,24.25,24.3125,23.9375,24.1875
9.402660846710205,24.25,24.125,24.3125,24.25,24.3125,24.375,24.125,24.25,24.3125,24.125,24.1875,24.25,24.125,24.1875,24.3125,23.9375,24.1875
10.234094381332397,24.3125,24.125,24.25,24.25,24.3125,24.375,24.125,24.25,24.3125,24.125,24.1875,24.25,24.125,24.1875,24.3125,23.9375,24.125
11.050555944442749,24.25,24.125,24.25,24.25,24.3125,24.375,24.125,24.25,24.3125,24.125,24.1875,24.25,24.125,24.25,24.3125,23.9375,24.125
11.852623462677002,24.25,24.125,24.25,24.25,24.375,24.375,24.125,24.1875,24.3125,24.125,24.1875,24.25,24.125,24.1875,24.3125,24.0,24.125
12.68444037437439,24.25,24.125,24.25,24.25,24.375,24.375,24.125,24.1875,24.3125,24.125,24.25,24.3125,24.125,24.1875,24.25,23.9375,24.125
13.499109983444214,24.25,24.125,24.25,24.25,24.3125,24.375,24.125,24.25,24.3125,24.125,24.25,24.25,24.125,24.1875,24.3125,24.0,24.0
14.315356492996216,24.25,24.125,24.25,24.25,24.375,24.4375,24.1875,24.1875,24.3125,24.125,24.1875,24.25,24.125,24.25,24.3125,24.0,22.9375
15.132140874862671,24.25,24.125,24.25,24.25,24.375,24.5625,24.25,24.1875,24.3125,24.125,24.1875,24.25,24.125,24.1875,24.25,24.0,21.125
15.948109865188599,24.25,24.125,24.25,24.25,24.375,24.75,24.375,24.1875,24.3125,24.125,24.1875,24.25,24.125,24.1875,24.3125,24.0,19.1875
16.76426410675049,24.25,24.125,24.25,24.25,24.375,25.0,24.5625,24.25,24.3125,24.125,24.1875,24.25,24.125,24.25,24.3125,23.9375,17.3125
17.58023762702942,24.25,24.125,24.25,24.25,24.375,25.25,24.75,24.25,24.3125,24.125,24.1875,24.3125,24.125,24.1875,24.3125,24.0,15.875
18.397177696228027,24.25,24.1875,24.25,24.3125,24.4375,25.4375,24.9375,24.25,24.3125,24.125,24.1875,24.25,24.125,24.25,24.375,24.0,14.125
19.214673280715942,24.25,24.125,24.25,24.375,24.5,25.6875,25.125,24.25,24.3125,24.0625,24.1875,24.25,24.125,24.3125,24.4375,23.9375,12.4375
20.02914047241211,24.25,24.125,24.3125,24.375,24.5625,25.9375,25.3125,24.25,24.3125,24.125,24.1875,24.25,24.125,24.3125,24.5,24.0,11.0
20.847005128860474,24.25,24.125,24.25,24.4375,24.6875,26.125,25.5,24.3125,24.3125,24.125,24.1875,24.3125,24.125,24.375,24.5,23.9375,9.75
21.661661863327026,24.25,24.125,24.25,24.5,24.75,26.375,25.6875,24.375,24.3125,24.125,24.1875,24.25,24.125,24.4375,24.625,24.0,8.625
22.478912353515625,24.25,24.125,24.25,24.5625,24.8125,26.5625,25.8125,24.375,24.3125,24.125,24.1875,24.25,24.1875,24.4375,24.6875,24.0,7.6875
