Timestamp,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15
2.8058295249938965,22.4375,22.375,22.5,22.5,22.5625,22.625,22.375,22.4375,22.5625,22.3125,22.4375,22.5625,22.375,22.5,22.5
3.597503423690796,22.4375,22.4375,22.5,22.5,22.625,22.6875,22.375,22.4375,22.5625,22.3125,22.5,22.5625,22.4375,22.5,22.5
4.389961004257202,22.4375,22.375,22.5,22.5,22.625,22.625,22.375,22.4375,22.5625,22.3125,22.4375,22.5625,22.4375,22.5,22.5
5.181448936462402,22.4375,22.375,22.5,22.5,22.625,22.625,22.375,22.5,22.5625,22.3125,22.5,22.5625,22.4375,22.5,22.5625
5.973538160324097,22.5,22.4375,22.5625,22.5,22.625,22.6875,22.375,22.5,22.5625,22.3125,22.5,22.5625,22.4375,22.5625,22.5625
6.765841722488403,22.5,22.4375,22.5,22.5625,22.625,22.6875,22.4375,22.5,22.5625,22.3125,22.5,22.625,22.4375,22.5,22.5625
7.55749773979187,22.5,22.4375,22.5,22.5,22.625,22.6875,22.375,22.5,22.5625,22.3125,22.5,22.625,22.4375,22.5,22.5625
8.34988808631897,22.5,22.4375,22.5,22.5,22.625,22.6875,22.375,22.5,22.5625,22.375,22.5,22.5625,22.4375,22.5,22.5625
9.141591310501099,22.5,22.4375,22.5625,22.5625,22.625,22.6875,22.4375,22.5,22.5625,22.375,22.5,22.625,22.4375,22.5625,22.5625
9.933717250823975,22.5,22.4375,22.5625,22.5625,22.625,22.6875,22.375,22.5,22.5625,22.375,22.5625,22.5625,22.4375,22.5,22.5625
10.72554898262024,22.5,22.4375,22.5625,22.5625,22.625,22.6875,22.4375,22.5,22.625,22.375,22.5,22.5625,22.4375,22.5625,22.5625
11.518274784088135,22.5,22.4375,22.5625,22.5625,22.625,22.6875,22.375,22.5,22.625,22.375,22.5,22.625,22.4375,22.5,22.5625
12.309895277023315,22.5,22.4375,22.5625,22.5625,22.625,22.6875,22.375,22.5,22.625,22.375,22.5,22.5625,22.4375,22.5,22.5625
