Timestamp,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15
2.3481054306030273,22.5,22.5,22.5,22.5,22.5,22.75,22.25,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
2.682957172393799,22.5,22.5,22.5,22.5,22.5,22.75,22.25,22.5,22.5,22.5,22.5,22.75,22.5,22.5,22.5
3.018406629562378,22.5,22.5,22.5,22.5,22.5,22.75,22.25,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
3.352426290512085,22.5,22.5,22.5,22.5,22.5,22.75,22.25,22.5,22.5,22.5,22.5,22.75,22.5,22.75,22.5
3.687227964401245,22.5,22.5,22.5,22.5,22.5,22.75,22.25,22.5,22.5,22.5,22.5,22.75,22.5,22.75,22.5
4.022912979125977,22.5,22.5,22.5,22.5,22.5,22.75,22.25,22.5,22.5,22.5,22.5,22.5,22.5,22.75,22.5
4.35695219039917,22.5,22.5,22.5,22.5,22.5,22.75,22.25,22.5,22.5,22.5,22.5,22.75,22.5,22.5,22.5
4.692095756530762,22.5,22.5,22.5,22.5,22.5,22.75,22.25,22.5,22.5,22.5,22.5,22.5,22.5,22.75,22.5
5.027223825454712,22.5,22.5,22.5,22.5,22.5,22.75,22.25,22.5,22.5,22.5,22.5,22.75,22.5,22.75,22.5
5.362189292907715,22.5,22.5,22.5,22.5,22.75,22.75,22.25,22.5,22.5,22.5,22.5,22.75,22.5,22.5,22.5
5.696950912475586,22.25,22.5,22.5,22.5,22.5,22.75,22.25,22.5,22.5,22.5,22.5,22.75,22.5,22.75,22.5
6.0316712856292725,22.5,22.5,22.5,22.5,22.5,22.75,22.25,22.5,22.5,22.5,22.5,22.75,22.5,22.75,22.5
6.366304636001587,22.5,22.5,22.5,22.5,22.5,22.75,22.25,22.5,22.5,22.5,22.5,22.75,22.5,22.5,22.5
6.701889276504517,22.5,22.5,22.5,22.5,22.5,22.75,22.25,22.5,22.5,22.5,22.5,22.75,22.5,22.75,22.5
7.0359766483306885,22.5,22.5,22.5,22.5,22.5,22.75,22.25,22.5,22.5,22.5,22.5,22.75,22.5,22.75,22.5
